message,label
"Lets go!",0
"Hype!",0
"Pog!",0
"LULW",0
"EZ",0
"GG",0
"WP",0
"Nice",0
"Clutch!",0
"Noice!",0
"That guy is boosted trash",1
"Yo that's kinda cringe bro",1
"Simp alert!",0
"wtf is that noob doing?",1
"That's actually racist dude",1
"sheesh bro chill out",0
"lol that's kinda sus",0
"What a bunch of tryhards",0
"That's hella sus",1
"This streamer is such a bitch",1
"Get good you fucking retard",1
"PogChamp EZ Clap",0
"LUL that play was hype",0
"OMEGALUL",0
"FeelsBadMan that was unlucky",0
"@User123 what a throw!",0
"KEKW",0
"Pog",0
"monkaS",0
"ResidentSleeper",0
"@User456 nice one!",0
"PepeHands",0
"LMAO",0
"GG",0
"WP",0
"EZ",0
"NotLikeThis",0
"4Head",0
"TriHard",0
"CmonBruh",0
"DansGame",0
"BibleThump",0
"HeyGuys",0
"PJSalt",0
"Kappa",0
"SwiftRage",0
"VoHiYo",0
"BlessRNG",0
"CoolCat",0
"BabyRage",0
"gachiHYPER",0
"HYPERS",0
"widepeepoHappy",0
"forsenCD",0
"NODDERS",0
"FeelsOkayMan",0
"Okayge",0
"pepeLaugh",0
"This stream is lit fam!",0
"HYPE",0
"peepoClap",0
"Yo momma so fat she needs cheat codes to play Wii Fit",0
"@User789 shut up you dumb nigger",1
"That's retarded bro",1
"kys faggot",1
"Go back to where you came from you chink",1
"Stupid spic",1
"What a jew move",1
"Typical white trash",1
"Ugh, that's so gay",1
"dirty muslim",1
"Yeah I saw that play,PogChamp",0
"LUL that was a close one!",0
"Sheesh that was crazy",0
"EZ Clap",0
"Nice clutch!",0
"Gotta go fast!",0
"That was some next level strats",0
"Let's get this bread",0
"Any truers in chat?",0
"This is the way",0
"FeelsOkayMan",0
"HYPE!",0
"KEKW",0
"PepeLaugh",0
"PogU",0
"monkaS",0
"OMEGALUL",0
"FeelsBadMan",0
"Good vibes only chat",0
"Wholesome stream",0
"This game is fire",0
"So glad I found this stream",0
"What a play!",0
"Insane!",0
"Let's goooo!",0
"You got this!",0
"Keep it up!",0
"Don't give up!",0
"We believe in you!",0
"You're doing great!",0
"Just keep swimming",0
"Never give up hope",0
"Believe in the heart of the cards",0
"It ain't over till it's over",0
"Stay positive",0
"Focus on the good",0
"Spread the love",0
"Be kind to each other",0
"Keep it 100",0
"Real recognize real",0
"That's a big yikes",1
"That's kinda sus",1
"Simp",1
"Yikes that's cringe",1
"Imagine being such a beta",1
"Lol what a cuck",1
"What a soyboy",1
"That's gay af",1
"This is trash bruh",1
"Why are you such a boomer?",1
"PogChamp Finally got that W",0
"LUL that was a close one",0
"OMEGALUL he actually thought he could win",0
"FeelsBadMan That lag spike cost me",0
"monkaS I'm getting nervous",0
"EZ Clap Next game is gonna be EZ",0
"KEKW This play is hilarious",0
"PepeHands I almost had it",0
"ResidentSleeper Wake me up when something happens",0
"POGGERS This is hype!",0
"xD That was unexpected",0
"TriHard Let's go!",0
"4Head You thought",0
"HeyGuys How's it going?",0
"BlessRNG Gotta love the RNG",0
"NotLikeThis I can't watch",0
"YEP He's gonna win",0
"NOPE He's gonna lose",0
"HYPERS Let's get it!",0
"Salty He's so salty",0
"GGEZ Good game easy",0
"BRUH what was that?",0
"LOLOLOL so funny",0
"RIP my elo",0
"HYPE TRAIN CHOO CHOO",0
"Sheesh that was clean",0
"VIBE CHECK PASSES",0
"DatsOkay It's alright",0
"NOOOO",0
"Kappa Keepo",0
"This stream is great!",0
"Watching this is so relaxing",0
"Good vibes only",0
"He's cracked at the game",0
"This is amazing content",0
"This guy is hilarious",0
"Enjoying the stream!",0
"I love this community",0
"Stay positive!",0
"Thanks for the entertainment!",0
"Go back to the kitchen bitch",1
"What a fucking noob",1
"That was some retard shit",1
"You are a dumbass",1
"Fucking trash player",1
"Ur mom's a hoe",1
"Get good you cuck",1
"That was gay as hell",1
"Stupid ass nigger",1
"Die in a fire you waste of space",1
"PogChamp EZ Clap",0
"LUL best play ever",0
"OMEGALUL that was so bad",0
"ResidentSleeper zzz",0
"FeelsBadMan FeelsBadMan FeelsBadMan",0
"monkaS monkaS monkaS",0
"HYPERS HYPERS HYPERS",0
"widepeepoHappy widepeepoHappy widepeepoHappy",0
"PepeHands PepeHands PepeHands",0
"GachiPls GachiPls GachiPls",0
"TriHard TriHard TriHard",0
"cmonBruh cmonBruh cmonBruh",0
"5Head 5Head 5Head",0
"NOIDONTTHINKSO NOIDONTTHINKSO NOIDONTTHINKSO",0
"KEKW KEKW KEKW",0
"POG POG POG",0
"LMAO that fail tho",0
"RIP RIP RIP",0
"F in chat boys",0
"he do be kinda cracked tho",0
"sheesh that play was insane",0
"no cap ong",0
"bet",0
"sus",0
"that's kinda cringe bro",0
"this stream is bussin'",0
"that's mid af",0
"noob",0
"lol uninstall",0
"get rekt",0
"ez",0
"wyd rn",0
"poggers",0
"bruh",0
"sheeeeesh",0
"yooo",0
"lmao",0
"dude chill",0
"wtf just happened",0
"holy moly that was crazy",0
"yo that's my mom wtf",1
"simp alert",0
"go back to the kitchen bitch",1
"nice try retard",1
"you're such a damn cuck",1
"what a stupid boomer",1
"hope u get cancer you fucking jew",1
"go choke on a dick faggot",1
"your mom is a whore",1
"that's gay af",1
"kys",1
"EZ Clap",0
"PogChamp OMG that play!",0
"LUL best fail ever",0
"FeelsBadMan missed that snipe",0
"OMEGALUL what was that",0
"ResidentSleeper Zzzzzzz",0
"Kappa classic",0
"monkaS oh no no no",0
"PepeHands Feels bad man",0
"catJAM vibing to the music",0
"DatsOkay it's alright",0
"widepeepoHappy so happy",0
"Clap clap clap",0
"Hype! Hype! Hype!",0
"POGGERS",0
"NotLikeThis",0
"4Head",0
"DansGame",0
"KEKW",0
"forsenCD",0
"PepeLaugh",0
"Okayeg",0
"Surely he will win",0
"Copium",0
"No shot",0
"YEP",0
"BOOBA",0
"SIMP",0
"PogU",0
"KEKWait",0
"cmonBruh",0
"LMAO",0
"ROFL",0
"WTF was that?",0
"Bruh moment",0
"Big oof",0
"EZ",0
"Free win",0
"Lagging hard rn",0
"Noob streamer",0
"Imagine being this boosted",1
"What a bunch of cucks in chat",1
"That's kinda gay ngl",1
"This game is so fucking trash",1
"He's such a tryhard faggot",1
"Imagine being such a loser",1
"Damn that's some boomer shit",1
"This is a jew move",1
"You act like a sped",1
"He got styled on LMAOOO what a shitter",1
"Yo check out this sick play! PogChamp",0
"FeelsBadMan Lost my last game",0
"LUL that was hilarious",0
"OMG that clutch! PogU",0
"EZ Clap",0
"Gotta go brb",0
"HYPE HYPE HYPE!",0
"That was a close one",0
"Good game everyone",0
"RIP my points",0
"FeelsGoodMan",0
"Sheesh he's cracked",0
"Any loremasters?",0
"Pog",0
"PepeLaugh",0
"OMEGALUL",0
"Poggers!",0
"Nice one!",0
"Lagging so hard rn",0
"He carried so hard",0
"Gotta get that dub",0
"F for respect",0
"Why do I always choke?",0
"No shot!",0
"That's cap",0
"Sus",0
"Frfr",0
"On god",0
"Bet",0
"Finna head out",0
"wyd?",0
"Yooo",0
"Sheeeesh",0
"NPC take",0
"Noob question",0
"My bad",0
"Bruh moment",0
"That's wild",0
"Bet",0
"No cap",0
"This streamer's a clown",1
"Go back to the kitchen",1
"What a dumbass play",1
"Fucking idiot",1
"That's kinda gay bruh",1
"This game is so rigged",1
"Are you retarded or something?",1
"Cringe",1
"Simp",1
"Trash talker",1
"PogChamp HYPE! New emote hype!",0
"LUL best play EU",0
"OMEGALUL that fail",0
"FeelsBadMan FeelsBadMan",0
"TriHard GET HYPE",0
"ResidentSleeper zzzzz",0
"POGGERS GG",0
"EZ Clap",0
"monkaS monkaS monkaS",0
"KEKW KEKW KEKW",0
"NotLikeThis NotLikeThis",0
"cmonBruh what was that?",0
"AYAYA AYAYA",0
"PepeLaugh they don't know",0
"widepeepoHappy widepeepoHappy",0
"Clip it and ship it!",0
"Lag detected",0
"Song name?",0
"Boosted animal",0
"Unlucky man",0
"That was clean!",0
"He's cracked",0
"No shot dude",0
"LMAO that was wild",0
"GGs only",0
"WutFace WutFace",0
"BlessRNG BlessRNG",0
"4Head 4Head",0
"DansGame DansGame",0
"Kappa Kappa",0
"PJSalt PJSalt",0
"BibleThump BibleThump",0
"AngelThump AngelThump",0
"SwiftRage SwiftRage",0
"RIP RIP",0
"F in chat",0
"HYPE HYPE HYPE",0
"GG EZ",0
"Clutch play!",0
"That was insane!",0
"What a save!",0
"This stream is ass",1
"Go back to the kitchen bitch",1
"What a stupid nigger",1
"Shut up you fucking retard",1
"Hope you die of cancer faggot",1
"Get good you utter trash",1
"You're a useless cunt",1
"kys you dumb whore",1
"Stupid piece of shit",1
"You're such a whiny jew",1
"PogChamp lets GOOOOO",0
"LUL that was insane",0
"EZ Clap",0
"OMEGALUL",0
"FeelsBadMan",0
"POGGERS",0
"monkaS",0
"KEKW",0
"PogU",0
"clip that!",0
"RIP BOZO",0
"WutFace",0
"peepoClap",0
"no cap",0
"sus",0
"sheesh",0
"copium",0
"hopium",0
"based",0
"drip",0
"simp",0
"NPC",0
"tryhard",0
"sweaty",0
"pog",0
"bruh",0
"smh",0
"fr fr",0
"on god",0
"ikr",0
"afaik",0
"imo",0
"tbh",0
"idk",0
"lol",0
"lmao",0
"rofl",0
"xd",0
"kappa",0
"4Head",0
"This game is so hard",0
"That play was amazing!",0
"GG",0
"WP",0
"EZ",0
"F for respect",0
"git gud",0
"noob",0
"WTF is wrong with you, you stupid nigger?",1
"Why are you such a faggot?",1
"kys",1
"Go back to where you came from you dirty spic",1
"She looks like such a slut",1
"That's gay",1
"You're such a jew",1
"You act like a real chink",1
"What a cuck",1
"Hope you get cancer",1
"LUL that was close!",0
"PogChamp New stream is live!",0
"FeelsOkayMan good vibes everyone",0
"HYPE TRAIN IS HERE!",0
"LMAO that fail",0
"EZ CLAP",0
"OMEGALUL what was that?",0
"KEKW that was hilarious",0
"monkaS that's kinda sus",0
"PepeHands I feel bad for him",0
"ResidentSleeper time for a nap",0
"PogU That play was insane!",0
"FeelsBadMan",0
"rip bozo",1
"LULW",0
"HYPE",0
"That's kinda cringe",0
"no cap",0
"bruh",0
"fr fr",0
"sheesh",0
"That's fire!",0
"No shot!",0
"He's cracked!",0
"LETS GOOO!",0
"Clutch!",0
"W",0
"L",0
"boosted animal",1
"What a throw!",0
"he aint gon do nun",0
"trash talker",1
"That was a choke!",0
"lagging stream",0
"BRUH",0
"stream sniping",1
"lol",0
"rip",0
"he sold",1
"bot",1
"rekt",0
"pog",0
"noob",1
"he is a virgin",1
"lag",0
"tryhard",0
"dogshit aim",1
"he is trolling",0
"first!",0
"git gud",0
"stop being a baby",0
"so bad",1
"LUL that play was sick!",0
"pogchamp that was close",0
"EZ Clap",0
"OMEGALUL",0
"FeelsBadMan",0
"That play was straight garbage",0
"WTF was that throw?",0
"he's cracked",0
"No shot!",0
"Let's goooo!",0
"YEP",0
"KEKW",0
"monkaS",0
"PepeHands",0
"haHAA",0
"rip bozo",0
"he's a god gamer",0
"poggers",0
"so bad",0
"boosted animal",0
"He's legit trash",1
"That was a retarded decision",1
"What a fail LMAO",0
"Get carried noob",0
"That's some silver gameplay",0
"He's such a bot",0
"he need to uninstall lol",0
"he griefing man",0
"this game is so rigged",0
"where my lucky",0
"another trash game",0
"this is some dogshit gameplay",1
"this guy has no brain",1
"That's some pepega plays",0
"I'm actually malding",0
"this guy needs to touch grass",0
"No way he just did that!",0
"That was legendary",0
"clip it!",0
"holy moly!",0
"Unlucky",0
"That’s cap",0
"he's the goat",0
"get rekt lmao",0
"what an absolute chad",0
"I cant believe this guy is so bad",1
"This is the worst stream ive ever seen",0
"who let this guy cook?",0
"holy fuck that was insane",0
"shut up you cracker",1
"you are a cuck",1
"this team is full of fags",1
"fuckin jews",1
"stupid nigger",1
"go back to the kitchen bitch",1
"that's why your hairline receding",0
"i'm dead",0
"based",0
"this game is actually cancer",1
"that was sus",0
"no bitches?",0
"ratio",0
"simp",0
"cope",0
"seethe",0
"ok boomer",0
"touch grass",0
"yikes",0
"L + ratio",0
"clueless",0
"fr fr",0
"on god",0
"mid",0
"cap",0
"sus",0
"bet",0
"sheesh",0
"big yikes",0
"that's wild",0
"slay",0
"no cap",0
"stan",0
"GO AGANE",0
"BANGER",0
"copium",0
"so true bestie",0
"vibe check",0
"it's giving",0
"main character",0
"we love to see it",0
"you ate",0
"and that's on what?",0
"period",0
"as you should",0
"it's the [insert noun] for me",0
"Slayyyter",0
"L + you fell off",0
"i'm living for this",0
"mother is mothering",0
"extra",0
"no tea, no shade",0
"the girls that get it, get it",0
"that's a serve",0
"a moment",0
"okurr",0
"and I oop",0
"this is my villain origin story",0
"it's giving [insert adjective]",0
"i'm not like the other girls",0
"living in my [insert decade] era",0
"that's the tea",0
"you understood the assignment",0
"the audacity",0
"I'm in my [insert season] era",0
"the [insert adjective] energy",0
"this is sending me",0
"iykyk",0
"as if",0
"i'm booked and busy",0
"it's giving me [insert celebrity] vibes",0
"i'm delulu",0
"that's so fetch",0
"full send",0
"down bad",0
"simp nation",0
"simping hard",0
"i'm down atrocious",0
"it's giving [insert movie] vibes",0
"the [insert adjective] of it all",0
"i'm unhinged",0
"living in my romcom era",0
"i'm manifesting",0
"it's giving [insert color] energy",0
"the [insert animal] of it all",0
"i'm in my glow up era",0
"that's the gag",0
"yass queen",0
"i'm dead ass",0
"it's giving main character energy",0
"the girls that don't get it, don't get it",0
"a cultural reset",0
"it's not giving",0
"I can't even",0
"that's a big yikes from me",0
"I'm not okay",0
"that's a hard pass",0
"I'm screaming",0
"that's the worst thing I've ever seen",0
"I'm done",0
"that's a no from me dawg",0
"I'm losing it",0
"that's a whole mess",0
"I'm out",0
"that's a certified bruh moment",0
"I'm shook",0
"that's a major red flag",0
"I'm triggered",0
"that's a yikes on bikes",0
"I'm wheezing",0
"that's a big nope from me",0
"I'm vexed",0
"that's a whole different level of sus",0
"I'm spiraling",0
"that's a hard no",0
"I'm deceased",0
"that's a big L",0
"I'm triggered beyond belief",0
"that's a whole other level of cringe",0
"I'm crying",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done with this",0
"that's a hard pass from me",0
"I'm losing my mind",0
"that's a whole can of worms",0
"I'm out of here",0
"that's a certified bruh sound effect",0
"I'm shaking",0
"that's a major L",0
"I'm triggered to the max",0
"that's a whole new level of cringe",0
"I'm dead inside",0
"that's a big oof moment",0
"I'm traumatized for life",0
"that's a huge red flag warning",0
"I'm done with everything",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a whole bag of worms",0
"I'm outta here",0
"that's a certified bruh sound effect moment",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to the moon and back",0
"that's a whole new level of cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized beyond repair",0
"that's a huge red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire universe",0
"I'm losing all hope",0
"that's a whole universe of worms",0
"I'm officially outta here",0
"that's a certified bruh sound effect apocalypse",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered to another dimension",0
"that's a whole new level of cringe singularity",0
"I'm dead beyond recognition",0
"that's a big oof times infinity",0
"I'm traumatized for all eternity",0
"that's a huge red flag cosmic event",0
"I'm done with the existence of this",0
"that's a hard pass from the entire multiverse",0
"I'm losing all faith in humanity",0
"that's a whole infinite multiverse of worms",0
"I'm officially excommunicated from this realm",0
"that's a certified bruh sound effect omniverse",0
"I'm shaking crying throwing up and vanishing",0
"that's a major L for all of spacetime",0
"I'm triggered beyond the understanding of mortals",0
"that's a whole new level of cringe transcendency",0
"I'm dead and erased from history",0
"that's a big oof to the end of time",0
"I'm traumatized for the rest of forever",0
"that's a huge red flag existential crisis",0
"I'm done with the concept of reality itself",0
"that's a hard pass from the fundamental forces of nature",0
"I'm losing all meaning and purpose",0
"that's a whole infinite omniverse of worms eating themselves",0
"I'm officially non-existent",0
"that's a certified bruh sound effect beyond comprehension",0
"I'm shaking crying throwing up vanishing and transcending",0
"that's a major L to the fabric of existence",0
"I'm triggered beyond the reach of the gods",0
"that's a whole new level of cringe apotheosis",0
"I'm dead past the point of being dead",0
"that's a big oof so big it loops around and bites you",0
"I'm traumatized so hard time itself is weeping",0
"that's a huge red flag that's actually just the color of blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a whole cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
"I'm shaking crying and throwing up",0
"that's a major L on a galactic scale",0
"I'm triggered beyond the understanding of mortals",0
"that's a new level of cringe transcending",0
"I'm dead past the point of being dead",0
"that's a big oof times infinity",0
"I'm traumatized so hard time itself is weeping",0
"that's a red flag that's blood on snow",0
"I'm done with whatever this is",0
"that's a hard pass from all of reality",0
"I'm losing faith in everything",0
"that's a cosmos of worms",0
"I'm officially dead",0
"that's a certified bruh moment",0
"I'm shaking",0
"that's a major L",0
"I'm triggered",0
"that's a new level of cringe",0
"I'm deceased",0
"that's a big oof",0
"I'm traumatized",0
"that's a huge red flag",0
"I'm done",0
"that's a hard pass",0
"I'm losing it",0
"that's a can of worms",0
"I'm out",0
"that's a bruh sound effect",0
"I'm shaking and crying",0
"that's a major L moment",0
"I'm triggered to another dimension",0
"that's a cringe fest",0
"I'm dead and gone",0
"that's a big oof and a half",0
"I'm traumatized for life",0
"that's a red flag alert",0
"I'm done with this world",0
"that's a hard pass from the entire chat",0
"I'm losing my sanity",0
"that's a bag of worms",0
"I'm outta here",0
"that's a bruh sound effect moment",0
