message,label
tell them niggas cry me a fucking river,1
he dont have cmb tatted he pussy,1
yoo reeeemmmmm,0
fries ts,0
reem go sammy and play some alarm sound,0
nah kaysan stream is fucked u should go fix it,1
@silky how do you know silky?,0
where said,0
jus do what u want mud,0
he still sleep,0
clkose the fucking door mud,0
when vert gon shake sum shi,0
holy shit this house dont want it,1
your not from the trenches dawg stop talking like that!!!!,0
@alvertttt turn up when you td demon,0
niggas are still sleep,1
elli3sawk elli3sawk,0
what are u saying kaysan netflix only stoped and they wanted u to fix it,0
holy fries,0
lmfaoooo,0
lmaoo,0
reem go to sammy and play some alarm sound,0
one more voice crack and ill fill u up,1
close ur door nigga,1
u not tryna get sent back🤣🤣👍👍,0
faze dont want it fr,0
go to sammy,0
yoooo wtw,0
@talkinluke y,0
if you pussy go wake them up buzzinn,1
is that where lacy people at?,0
is sillk's real name jerry or is that a joke,0
@slgjasonnn exactly bro smh l ego,0
"👤 new follow(s) ❤ hellomoka, demon_isaiah99 ❤, welcome! (1 001 091 followers) (+11945).",0
@indiadymee link w reem,0
react @silky,0
u not baby glitch,0
you so right,0
go outside and explore the jungle,0
ngl ur deadass the smartest,0
@11xmrking thts his real name,0
@11xmrking its rico,0
he the faze ticket,0
wtw reem cocks wtw,1
he the faze ticket.,0
reem close the door,0
go reemm,0
no sound,0
yo can u close the door holy shi,1
steezy,0
u got all the cities unlocked? @silky,0
can't hear game audio,0
why is it muted,0
@compebk yo demon,1
get on 2k,0
u not nice nga,1
unmute desktop,0
close the door nigga,1
no audio,0
desktop,0
game audio mutted,0
@dotywbu wtw mud,1
"👤 new follow(s) ❤ nichole_s785, toloron_22 ❤, welcome! (1 001 093 followers) (+11947).",0
internally,0
dansi ͏,0
interpritation,0
!gamble 5,0
interconnecred,0
action mckale__ lost 5 stablecoins in roulette and now has 6453 stablecoins! loser,0
intellectually,0
interchangeable,0
interoggation,0
dansi,0
interracial,0
intelligable,0
interrogate,0
interconnected,0
inside,0
action tizericy lost 5 stablecoins in roulette and now has 37748 stablecoins! loser,0
internattionality,0
!gamble 5 ͏,0
interational,0
action mckale__ lost 5 stablecoins in roulette and now has 6448 stablecoins! loser,0
intergalactic,0
international,0
interpolation,0
interigations,0
intermediate,0
intercourse,0
intelligent,0
intermittent,0
action mckale__ lost 5 stablecoins in roulette and now has 6443 stablecoins! loser,1
intergeration,0
interface,0
intermeidate,0
intercallional,0
interlocking,0
action tizericy lost 5 stablecoins in roulette and now has 37743 stablecoins! loser,1
interationality,0
intergalactical,0
action mckale__ lost 5 stablecoins in roulette and now has 6438 stablecoins! loser,1
interpretation,0
intelligently,0
interference,0
interdimensional,0
ww,0
interpendent,0
intergration,0
intercontinental,0
interactional,0
intermediantion,0
w ron,0
action mckale__ lost 5 stablecoins in roulette and now has 6433 stablecoins! loser,1
interlocked,0
interpretor,0
interpersonal,0
undergraduate,0
interception,0
action tizericy lost 5 stablecoins in roulette and now has 37738 stablecoins! loser,1
internationally,0
action mckale__ won 5 stablecoins in roulette and now has 6438 stablecoins! noway,0
!gamble 100,0
interconnect,0
action zzwaliyy won 100 stablecoins in roulette and now has 450100 stablecoins! noway,0
brading,0
action tizericy won 5 stablecoins in roulette and now has 37743 stablecoins! noway,0
brown,0
drx powerupl kreygasm powerupr drx powerupl kreygasm powerupr drx powerupl kreygasm powerupr,0
2 underdogs winning today,0
!couch,0
@itzshuvro pokimane & valyn ewphop,0
@jtsmoov_ i cant think of the name either life,0
@ladyolivee_ nono,0
something has thrown so many rounds lmao,0
i’m devastated,0
but hell yeah someone who hasnt won before is going to get a win,0
there goes my pickems,0
roster changes,0
shanks fuck youuu,1
i love u tarik pls go to the philippines,0
plz,0
gg ͏,0
prx o7,0
fuck prx fuck prx fuck prx,1
gg pay out,0
????,0
payout the gamba,0
im gonna curse shanks entire bloodline for this,1
letsgo drx,0
gg shower door handle,0
roza,0
prx is throwing and drx is just lucky,0
the omen bait,0
"@tarik @valyn what is in the cups? is it water, redbull, coffee or something else?",0
drx drx drx,0
the way prx went out is crazy,0
caught,0
choo chooo rawkout,0
were still masters winner unlike your fav teams,0
shorty,0
gg o7,0
roster change get something and patmen out,0
nt,0
prx hatewatchers rise up aura muga prx hatewatchers rise up aura muga prx hatewatchers rise up aura muga ͏,1
bye prx heyguys,0
gg wp,0
its so over lul,0
masters curse is real,0
wwwww so free,0
best duo,0
vggs,0
silver lining nails,0
dieged,0
@owyeeeah mickey mouse masters winners,1
have a save flight!!!!,0
paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated paper rex overrated,1
its joever,0
gggggg,0
bye pooper rex,1
duo wins this,0
"bye bye prx, never beating the ass allegations",1
bye bye paprer reax,0
asdjasjdjasdjkasdjs,0
ewww,0
toxic prx goodbye kreygasm,1
?=????????????????????,0
omegalul,0
drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex drx > paper rex,0
prx hatewatchers rise up aura muga prx hatewatchers rise up aura muga,1
omg,0
oh,0
omg.....,0
kekw,0
omggg,0
prx wins please,0
gg bye bye prx,0
not to drx man,0
oh man i'm so happy,0
gg wrap it up,0
lmfao gg,0
lol you say believe immediately lost,0
bye prx,0
better team wins,0
hahahahahahahaha,0
okay thank yal,0
?,0
waste of an ult,0
lmaoooooooooooooooooooo,0
hahahahahh,0
fg,0
nooooooooooooooo,0
??,0
lmfaooo,0
shanks curse is real wtf,0
tabgyuadgaduhjd,0
broooooo,0
thats gg,0
bro,0
gg ig,0
lmaooooooooooooooooooo,0
ahahahahahaehahah,0
no more prx,0
????????,0
ggg,0
fake,0
nah,0
hello?,0
so losable,0
how,0
vamossss,0
ahahahahaha,0
ggggggggs,0
cypher cam,0
shotcall broken agaainn,0
either way i dont mind whoever wins at this point,0
"bye prx, bang!",0
joshsekipog,0
dinodance dinodance dinodance,0
classic cypher looking at himself in cam,0
flashback threw for the 3rd time now in this hald,0
@vlrandrew too optimistic blud,0
for sake of map 3 win prx,0
notlikethis,0
not going to work for prx comeback,0
!score,0
w cypher,0
valorant champions paris | playoffs stage | bo3 | fnc 0-2 nrg (nrg 14-12 ascent) (nrg 13-5 abyss) | prx 0-1 drx (drx 15-13 ascent),0
cmon prx send em home,0
cypherrrrrrrrrrr,0
how did cypher get there,0
cypherrr,0
dw if gen.g was here this game would have been over,0
!bracket,0
@solargg_ check out the league standings: https://valorantesports.com/en-us/tournament/113482263742879102/stage/113482431147251336,0
patmen doing everything to throw,0
come on prx,0
vlrntspark vlrntspark vlrntspark vlrntspark vlrntspark,0
oooooohhh lfgggg,0
so gg,0
j0nggg kekw,0
yessss,0
1 lagi lesgooo,0
joshsekiwait joshsekiwait joshsekiwait joshsekiwait,0
noooooooooooooooo,0
drx won guys yall behind,0
yea gg.,0
ayayay,0
bruh.,0
chokeeeeeeeeeeeeeeeeeeeeeeee,0
somethingggggg??????????,0
something trash,1
wtf,1
vohiyo vohiyo vohiyo vohiyo vohiyo vohiyo vohiyo vohiyo,0
no comebaxk,0
vlrntwhaaat vlrntwhaaat vlrntwhaaat,0
niceeeeeee,0
bruhhh,0
yep we cooked,0
something???,0
ggggg,0
go home prx,0
xdd gg,0
lmao ͏,0
lolers,0
scripted,0
welp,0
gee geee,0
vlrntwhaaat,0
byeee,0
lmaoooo gg,0
ggs nt,0
dude im gonna blow up,1
ww line leader,0
lacy?,0
:p,0
pfft,0
yonose,0
chalked,0
nsh,0
jasont2saj,0
@graphjc stupid fucking question,1
isnt he getting out on halloween?,0
cte,0
some one gift me daddy,0
give him a costume,0
i don’t think so,0
eshrug,0
for 25k fuck halloween,1
everyday is halloween in england,0
@josherax lacy cam man,0
they don’t do halloween in the uk,0
just release him on halloween,0
this is good for him,0
@ssamntha pfft,0
mods cant get me :p,0
nah cant stand for that,0
should’ve thought of that before he did it,0
imglitch,0
his costume is the prisoner outfit,0
it was made in the uk lol,0
he ain’t 10 he don’t need halloween,0
hello !,0
@ssamntha ll admin abuse,0
ww ada,0
hes got a cactus,0
lmaoooooooo,0
wait i been at work restart the stream,0
@ssamntha deco do something shes abusing her power,0
lol ͏,0
new faze member!?,0
@lgzlive ome20,0
go to rons room,0
@nota_lawyer i'm not a part of this chat lil bro,0
@erkii1 rt,0
@ssamntha fuck up,1
lmaooo,0
ok,0
@ssamntha ome104,0
@erkii1 dapmeup,0
@pr_ghostz_ thanks,0
@erkii1 no hes nice,0
she never coming back,0
ok .,0
w hostage,1
ok.,0
l drew fr,0
w rizz,0
ok..,0
red 40 mukbang,0
anga,0
roght deco,0
ok …,0
ww red40 segment,0
sideeye,0
lmfaoo,0
is dilky doing po,0
yo can i get a gift before po,0
ww red40,0
she do be abusing her power deco help,0
w 40,0
hi,0
@erkii1 mwah,0
ww red 40,0
ww pre death,0
ragebait,0
this bitch fine,1
this mf 😭,1
it’s only because ik how it is when you ain’t got the pape fr but i used to watch every ad tho because ik it was supporting bro perc,0
chibu looking that a legit boxer,0
disqualifed,0
that mf jumping out,1
loose mouth ahh,0
santana's is patient,0
it like two fat nigga fight over two giants mac burger cuhh🤣🤣🤣🤣🤣🤣🤣🤣,1
put hot sauce on his mouthpiece he'll keep it in,0
that was the slowest jab ever lmao,0
@oofbackup nah i get it 😂😂 i’m just being a dick lol,1
@irishyshane17 🤣,0
keep it tight now,0
w chibu,0
this ramen w 2 seasoning packs hitting hard,0
tos,0
oh yeaa t up chibu,0
toss,0
damnnn…,0
hell nahhh,0
mods,0
@percalmighty lmao i’m knowing,0
mr main event,0
fat ass chibu pushing,1
that mouthpiece ass,1
chi is put that george lopez too sleep cuhh,1
not my boy dante!!,0
deduct a point next time,0
he really tryna kill him…. no gta…,0
cant breathe properly,0
nigga buying time to get a breather,1
busted his shii in,1
🫢,0
ahh,0
i feel bad this is bad,0
yuuuuh,0
dont run,0
his is crazy,0
sumbody gift me a sub?,0
girlhelilrodneyson girlhelilrodneyson girlhelilrodneyson girlhelilrodneyson,0
chibu fightin like he gettin paid in wings 😂,0
"bell ring""",0
stop it,0
chin check that mf 😂,1
haymakers,0
it's overs,0
stop the fight,0
that’s prolly y mike bites his gloves,0
"damn, he's leaking.",0
bell rungggg,0
oh wow,0
oooo shit,1
yeaaaaa chibu,0
no time??,0
oooooooooooooooo,0
stop the fight lol,0
things are getting spicy,0
www chibu,0
wtf the bell rungggg,0
chibu piecing him up,0
o,0
chibu him,0
wtf lmaoo,0
chibus put that george lopez too night night cuhh,1
his face is wow,0
he’s done put a fork 🍴 in em 🐷,1
lmfaooooooo,0
lmaoooooo,0
bro got elbowed lul,0
chibu tryna merk sumnnn,0
bro tried the street fighter super punch lmfao,0
oweeeee,0
omg that was good,0
bendad1countinpape bendad1stampdat bendad1stampdat,0
bendad1countinpape bendad1countinpape bendad1countinpape bendad1countinpape,0
the bell............,0
time keeper is fucking up tonight,1
rocket punch,0
that bell be savin mfs,0
stop this fight,0
👏🏽👏🏽,0
santana....,0
if he landed that chat lawdddd,0
check his nose,0
>ol,0
that was fireeee,0
🤣🤣🤣,0
gyattttt,0
round,0
carti where is dante,0
will our progress from beta be saved when the game drops,0
"what you think of ttk, i feel like it should be 5/6 bullet minimum @swagg",0
you got good taste swagg,0
yall gonna watch the boi fight tn?,0
fr,0
yall getting under cartis skin,0
get carti a snickers he’ll be aight,0
not fair,0
"👤 new follow(s) ❤ antont0nio ❤, welcome! (97 012 followers) (+80).",0
im playin big home i just got her,0
here*,0
@saucewavelive no it starts over,0
time to hit the penjamin blinkerton before the fight dooz spark up,0
movement lookin smooth,0
buffing means higher ttk or what?,0
yall ready one more fight b4 dante,0
you know how to snake like dat,0
bruh,0
why is extremely big bro crashing out,0
sweglightskin sweglightskin sweglightskin sweglightskin sweglightskin sweglightskin sweglightskin,0
dante,0
they buffing it,0
shii,0
dante lets goo,0
wante,0
"also, i average 30",0
yall ain't got no more beta codes for tonight bro bro?,0
marshmallow man,0
dante round one who wants to be a band on it?,0
def dante,0
dante gonna fall on him,0
swegturnmeup,0
hold up let me see this other guy,0
looll,0
like every brand risk,0
been fighting,0
looking rough,0
rko,0
jay sleeping 😴,0
heard he 26-0,0
j where the smoke at fam,0
!drops,0
viewers who link their activision account with twitch can earn call of duty : black ops 7 early access rewards. claim here: https://www.twitch.tv/drops/inventory,0
what happen to donte fight?,0
where can we see the fight?,0
is anyone buying this game or think it's gooe?,0
where they showing the fight ?,0
any more codes,0
dont know opponent so dante by 1st rnd tko i guess,0
early access rewards aren't the beta codes man🤦🏽‍♂️,0
@lord__7th adin stream kick,0
u still doing drops?,0
【 257 viewers (=) ⏰ 2h 45m 18s 】,0
yeah chibu is 7-1,0
what’s that bad looking like for dante,0
got anymore codes bruv?,0
3 pairs of nuts😂😂,0
oh shit you can pause and rewind the stream now!?,0
oh mb,0
bag,0
has the level cap gone up yet?,0
jsmoot1twerkk jsmoot1twerkk,0
does the artiswar tune work for bo7,0
jsmoot1faded jsmoot1faded,0
"👤 new follow(s) ❤ the_anxious_games ❤, welcome! (97 012 followers) (+81).",0
how do we get a code coach,0
wait u need codes to unlock the beta,0
are you watching santanas fight on stream or off ? @swagg,0
sweggg,0
they coming around like crackheads “yall got beta codes?? come onnn mann”,1
what’s good!?,0
afroamericans in paris,0
jay z overrated,0
imaginary players,0
jayz not our goat,0
otis,0
been here for hours nigga relax,1
yes we need codes that the streamers give out,0
and they going gorillaz,0
j high af,0
damm where do u even go for that,0
song cry,0
"👤 new follow(s) ❤ kid_q38 ❤, welcome! (97 014 followers) (+82).",0
jay z mid he’s a great businessman though,0
j you like hell cats,0
keep it playing sheesh,0
it’s not otis???,0
wayne shotzzygoat,0
blueprint 2 a classic,0
are you going to watch santana fight,0
yessir🤙🏽,0
@nasty_toe_tag huh,0
she doesn’t know ok,0
aware,0
come check out my super cool discord server! discord.gg/boxbox boxflower,0
"dont worry syanne, santa is gonna brink you some good tiktoks this year",0
om,0
om ͏,0
ono jebaited,0
"anone if you're wondering why people are spamming certain words, install the ffz, and 7tv extensions. you'll be able to see them appear as emotes! intothemotherlandthegermanarmymarchcomradesstandsidebysidetostopthechargepanzersonrussiansoil",0
not enough ap,0
nooo i wanna see the lethality build lul,0
leeg stackies babohypers,0
banh bao is so good,0
wait i know these guys kekw,0
onefuck enluflower,0
all of them are vietnamese,1
now the team is full ad xdd,0
100% sure,0
now they full ad vs a garen and a thresh lol,0
lulu mid ??,0
leona is ap,0
aware lulu mid,0
pog if you are a true boxbox enjoyer,0
leona jg is legit? ayo,0
lulu mid is a thing,0
icant,0
enlutea,0
full ap into full ad comp aware,0
it could have been a lulu game clueless,0
time to go ap riven,0
bunny girl could've been good this game huh,0
my friend had so many gut problems from coke zero,0
enemy team is 5 viet btw,1
omg boxbox on riven?? lfg,0
@anuthabrutha skill issue tbh,0
just go ap riven cluless,0
awowa would've been good,0
delulu lulu,0
sajj,0
riven vs garen,0
ass ?,1
tft,0
ass,1
"leash in 2025, it's too doomed lmao",0
aowo ?,0
tft sus,0
tft yep,0
intothemotherlandthegermanarmymarchcomradesstandsidebysidetostopthechargepanzersonrussiansoil top frag tob intothemotherlandthegermanarmymarchcomradesstandsidebysidetostopthechargepanzersonrussiansoil,0
tft lo,0
"in vietnamese have the term ""the death thresh""",0
issok you are better,0
serpents fang game for sure,0
tft om,0
yeah q kills shields,0
aurora vs morde is miserable i think the riven is a little better,0
"last game was a riven game, this game is an arora game smoge",0
"what the light, that riven skin is op",0
ifrostwave @boxbox ifrostwave chat hope your all having a wonderful day sweeties ifrostlove yuuminepat,0
is it 10 star guardians?,0
oh it’s garen,0
garen'd,0
q,0
is that leona jg,0
im ready for the popoff,0
@jahhzhengc yep,0
bop bop bop bop,0
aesah boxflower,0
isnt the counterplay to just do it first,0
twice kok,1
the classic outskill r button,0
@twiceowo binoculous qt,0
garen presses q and then no fun sajj,0
i think you block his q with your e and figure the rest out,0
@jahhzhengc nice cock kok,1
@awildraichu boxblush no u,0
yeah its rlly hard to all in bc of his w :(,0
steraks is v good into him as later item,0
"oh ""tabi"" it means you're really old hahahhaa",0
pausechamp,0
sure,0
deal,0
@kupsheeesh no way tabi is that old oljj,0
just buy her then sell hwe,0
her,0
kanye yapping on the beat so tough,0
1 milion for +1 is crazy,0
cr7,0
!cam,0
give to pina hunter,0
chocolate milk and fries,0
vivni striker,0
!camera,0
what about corner cr7?,0
@community_patroll quit dairy,0
61 depth,0
!setting,0
yes high line,0
have u tired vini?,0
60 is solid,0
de jong the king btw,0
how much is a million points in dollars,0
fucking tank,1
60 balanced,0
wb cr7,0
high line for sure,0
my secret 4-3-3 is killin it,0
cms on ball winning,0
jesus whats his tele camera settings lmao,0
"bugs hair and team runs same like, 30 depth",0
forehead is surely doing high line,0
lul utf pie🫶🏼,0
"bye weeks are our version of international breaks, so tuff",0
i use b2b on cms,0
need ++,0
went 8-7 and got yamal. could have gone worse,0
have u tried vini jr?,0
hansi flick ball till we die,0
put them on ++  will do more,0
1 million coins is how much in dollars?,0
"currently 11-2, saving last games for tomorrow",0
!settings,0
@nnnnjjjjjm 1 billion dollars,0
shitty ahh team,1
only 3 ++,0
b team,0
pina hunter,0
good luck bugs,0
@jlorenzi5 ur cooked,1
chat what was zwe’s record,0
right side holding left b2b,0
6-2,0
how much for you to shave your mustache,0
one holding,0
6-2 is beast ngl,0
ball winning,0
bar set,0
we need the legand bro,0
stokes had btb and ball winning,0
and i was using versatile on fullbacks,0
reinders as play maker is insane,0
i like to use b2b,0
!commands,0
roles aren't real,0
box to box winning,0
they still go forward on holding,0
im on crack need crack money,1
box crasher is better imo,0
yh roles arent real this year,0
who took the over on combs used/ strokes.  i have him at 22/114,0
b2b ball winning,0
!age,0
